,percentage_samples,score,strategy,repetition
28,60,0.5150911161731208,entropy_sampling,14
29,70,0.5190774487471527,entropy_sampling,14
30,80,0.5301822323462415,entropy_sampling,14
31,90,0.5022779043280182,entropy_sampling,14
32,100,0.534738041002278,entropy_sampling,14
33,1,0.1429384965831435,margin_sampling,14
34,10,0.3547835990888383,margin_sampling,14
35,20,0.4043280182232346,margin_sampling,14
36,30,0.44276765375854216,margin_sampling,14
37,40,0.4732346241457859,margin_sampling,14
38,50,0.4857630979498861,margin_sampling,14
39,60,0.5128132118451025,margin_sampling,14
40,70,0.5207858769931663,margin_sampling,14
41,80,0.5253416856492027,margin_sampling,14
42,90,0.5293280182232346,margin_sampling,14
43,100,0.5219248291571754,margin_sampling,14
0,1,0.1417995444191344,random,15
1,10,0.3365603644646925,random,15
2,20,0.39635535307517084,random,15
3,30,0.43337129840546695,random,15
4,40,0.43507972665148065,random,15
5,50,0.46810933940774485,random,15
6,60,0.48234624145785876,random,15
7,70,0.4809225512528474,random,15
8,80,0.4908883826879271,random,15
9,90,0.5233485193621867,random,15
10,100,0.530751708428246,random,15
11,1,0.13468109339407744,uncertainty_sampling,15
12,10,0.30296127562642367,uncertainty_sampling,15
13,20,0.385250569476082,uncertainty_sampling,15
14,30,0.4276765375854214,uncertainty_sampling,15
15,40,0.47522779043280183,uncertainty_sampling,15
16,50,0.48775626423690205,uncertainty_sampling,15
17,60,0.4951594533029613,uncertainty_sampling,15
18,70,0.5091116173120729,uncertainty_sampling,15
19,80,0.5085421412300684,uncertainty_sampling,15
20,90,0.5193621867881549,uncertainty_sampling,15
21,100,0.5261958997722096,uncertainty_sampling,15
22,1,0.13382687927107062,entropy_sampling,15
23,10,0.33399772209567197,entropy_sampling,15
24,20,0.39208428246013666,entropy_sampling,15
25,30,0.4356492027334852,entropy_sampling,15
26,40,0.4587129840546697,entropy_sampling,15
27,50,0.49174259681093396,entropy_sampling,15
28,60,0.5002847380410023,entropy_sampling,15
29,70,0.5002847380410023,entropy_sampling,15
30,80,0.5145216400911162,entropy_sampling,15
31,90,0.5219248291571754,entropy_sampling,15
32,100,0.5290432801822323,entropy_sampling,15
33,1,0.13610478359908884,margin_sampling,15
34,10,0.33570615034168566,margin_sampling,15
35,20,0.3983485193621868,margin_sampling,15
36,30,0.44931662870159456,margin_sampling,15
37,40,0.4740888382687927,margin_sampling,15
38,50,0.48348519362186787,margin_sampling,15
39,60,0.5099658314350797,margin_sampling,15
40,70,0.4971526195899772,margin_sampling,15
41,80,0.5236332574031891,margin_sampling,15
42,90,0.5270501138952164,margin_sampling,15
43,100,0.505125284738041,margin_sampling,15
0,1,0.13724373576309795,random,16
1,10,0.3402619589977221,random,16
2,20,0.39635535307517084,random,16
3,30,0.43080865603644647,random,16
4,40,0.45130979498861046,random,16
5,50,0.4695330296127563,random,16
6,60,0.4871867881548975,random,16
7,70,0.4940205011389522,random,16
8,80,0.48405466970387245,random,16
9,90,0.5014236902050114,random,16
10,100,0.5170842824601367,random,16
11,1,0.13553530751708429,uncertainty_sampling,16
12,10,0.3376993166287016,uncertainty_sampling,16
13,20,0.40689066059225515,uncertainty_sampling,16
14,30,0.43080865603644647,uncertainty_sampling,16
15,40,0.45045558086560367,uncertainty_sampling,16
16,50,0.4820615034168565,uncertainty_sampling,16
17,60,0.5002847380410023,uncertainty_sampling,16
18,70,0.49971526195899774,uncertainty_sampling,16
19,80,0.5247722095671982,uncertainty_sampling,16
20,90,0.5142369020501139,uncertainty_sampling,16
21,100,0.5,uncertainty_sampling,16
22,1,0.11958997722095673,entropy_sampling,16
23,10,0.3086560364464693,entropy_sampling,16
24,20,0.3935079726651481,entropy_sampling,16
25,30,0.43764236902050113,entropy_sampling,16
26,40,0.4592824601366743,entropy_sampling,16
27,50,0.4797835990888383,entropy_sampling,16
28,60,0.5096810933940774,entropy_sampling,16
29,70,0.5093963553530751,entropy_sampling,16
30,80,0.5119589977220956,entropy_sampling,16
31,90,0.5207858769931663,entropy_sampling,16
32,100,0.5099658314350797,entropy_sampling,16
33,1,0.14037585421412302,margin_sampling,16
34,10,0.3374145785876993,margin_sampling,16
35,20,0.410876993166287,margin_sampling,16
36,30,0.43451025056947606,margin_sampling,16
37,40,0.45558086560364464,margin_sampling,16
38,50,0.4854783599088838,margin_sampling,16
39,60,0.49686788154897493,margin_sampling,16
40,70,0.4962984054669704,margin_sampling,16
41,80,0.5119589977220956,margin_sampling,16
42,90,0.5145216400911162,margin_sampling,16
43,100,0.5145216400911162,margin_sampling,16
0,1,0.12984054669703873,random,17
1,10,0.35022779043280183,random,17
2,20,0.4145785876993166,random,17
3,30,0.436503416856492,random,17
4,40,0.4535876993166287,random,17
5,50,0.46981776765375854,random,17
6,60,0.482630979498861,random,17
7,70,0.5088268792710706,random,17
8,80,0.5039863325740319,random,17
9,90,0.4994305239179954,random,17
10,100,0.5230637813211845,random,17
11,1,0.14720956719817768,uncertainty_sampling,17
12,10,0.3385535307517084,uncertainty_sampling,17
13,20,0.41287015945330297,uncertainty_sampling,17
14,30,0.4473234624145786,uncertainty_sampling,17
15,40,0.47465831435079725,uncertainty_sampling,17
16,50,0.48376993166287013,uncertainty_sampling,17
17,60,0.4971526195899772,uncertainty_sampling,17
18,70,0.5111047835990888,uncertainty_sampling,17
19,80,0.5261958997722096,uncertainty_sampling,17
20,90,0.5344533029612756,uncertainty_sampling,17
21,100,0.5279043280182233,uncertainty_sampling,17
22,1,0.12699316628701596,entropy_sampling,17
23,10,0.3246013667425968,entropy_sampling,17
24,20,0.4125854214123007,entropy_sampling,17
25,30,0.44703872437357633,entropy_sampling,17
26,40,0.4760820045558087,entropy_sampling,17
27,50,0.4908883826879271,entropy_sampling,17
28,60,0.49914578587699315,entropy_sampling,17
29,70,0.5156605922551253,entropy_sampling,17
30,80,0.5199316628701595,entropy_sampling,17
31,90,0.5250569476082004,entropy_sampling,17
32,100,0.5216400911161732,entropy_sampling,17
33,1,0.12727790432801822,margin_sampling,17
34,10,0.3439635535307517,margin_sampling,17
35,20,0.40802961275626426,margin_sampling,17
36,30,0.44760820045558086,margin_sampling,17
37,40,0.47038724373576307,margin_sampling,17
38,50,0.4832004555808656,margin_sampling,17
39,60,0.5065489749430524,margin_sampling,17
40,70,0.5142369020501139,margin_sampling,17
41,80,0.5222095671981777,margin_sampling,17
42,90,0.5270501138952164,margin_sampling,17
43,100,0.5324601366742597,margin_sampling,17
0,1,0.14493166287015946,random,18
1,10,0.3451025056947608,random,18
2,20,0.3940774487471526,random,18
3,30,0.42255125284738043,random,18
4,40,0.44390660592255127,random,18
5,50,0.46839407744874717,random,18
6,60,0.4712414578587699,random,18
7,70,0.4832004555808656,random,18
8,80,0.4792141230068337,random,18
9,90,0.5068337129840547,random,18
10,100,0.5227790432801822,random,18
11,1,0.13809794988610477,uncertainty_sampling,18
12,10,0.3359908883826879,uncertainty_sampling,18
13,20,0.40660592255125283,uncertainty_sampling,18
14,30,0.42966970387243736,uncertainty_sampling,18
15,40,0.46725512528473806,uncertainty_sampling,18
16,50,0.4843394077448747,uncertainty_sampling,18
17,60,0.5045558086560364,uncertainty_sampling,18
18,70,0.5088268792710706,uncertainty_sampling,18
19,80,0.5207858769931663,uncertainty_sampling,18
20,90,0.5167995444191344,uncertainty_sampling,18
21,100,0.5074031890660592,uncertainty_sampling,18
22,1,0.1483485193621868,entropy_sampling,18
23,10,0.3374145785876993,entropy_sampling,18
24,20,0.4060364464692483,entropy_sampling,18
25,30,0.4222665148063781,entropy_sampling,18
26,40,0.4601366742596811,entropy_sampling,18
27,50,0.4832004555808656,entropy_sampling,18
28,60,0.5025626423690205,entropy_sampling,18
29,70,0.520501138952164,entropy_sampling,18
30,80,0.5230637813211845,entropy_sampling,18
31,90,0.5216400911161732,entropy_sampling,18
32,100,0.5187927107061503,entropy_sampling,18
33,1,0.14664009111617313,margin_sampling,18
34,10,0.3402619589977221,margin_sampling,18
35,20,0.39920273348519364,margin_sampling,18
36,30,0.4302391799544419,margin_sampling,18
37,40,0.4547266514806378,margin_sampling,18
38,50,0.4934510250569476,margin_sampling,18
39,60,0.49658314350797267,margin_sampling,18
40,70,0.5099658314350797,margin_sampling,18
41,80,0.515375854214123,margin_sampling,18
42,90,0.5210706150341685,margin_sampling,18
43,100,0.52249430523918,margin_sampling,18
0,1,0.14407744874715261,random,19
1,10,0.34424829157175396,random,19
2,20,0.3972095671981777,random,19
3,30,0.4356492027334852,random,19
4,40,0.4515945330296128,random,19
5,50,0.47266514806378135,random,19
6,60,0.48604783599088835,random,19
7,70,0.489749430523918,random,19
8,80,0.4957289293849658,random,19
9,90,0.5082574031890661,random,19
10,100,0.5242027334851936,random,19
11,1,0.14379271070615035,uncertainty_sampling,19
12,10,0.32146924829157175,uncertainty_sampling,19
13,20,0.4037585421412301,uncertainty_sampling,19
14,30,0.44703872437357633,uncertainty_sampling,19
15,40,0.4609908883826879,uncertainty_sampling,19
16,50,0.49686788154897493,uncertainty_sampling,19
17,60,0.5011389521640092,uncertainty_sampling,19
18,70,0.5105353075170843,uncertainty_sampling,19
19,80,0.5279043280182233,uncertainty_sampling,19
20,90,0.5244874715261959,uncertainty_sampling,19
21,100,0.505125284738041,uncertainty_sampling,19
22,1,0.16315489749430523,entropy_sampling,19
23,10,0.32744874715261957,entropy_sampling,19
24,20,0.40148063781321186,entropy_sampling,19
25,30,0.42198177676537585,entropy_sampling,19
26,40,0.46839407744874717,entropy_sampling,19
27,50,0.4863325740318907,entropy_sampling,19
28,60,0.5133826879271071,entropy_sampling,19
29,70,0.503132118451025,entropy_sampling,19
30,80,0.5105353075170843,entropy_sampling,19
31,90,0.5279043280182233,entropy_sampling,19
32,100,0.5253416856492027,entropy_sampling,19
33,1,0.14578587699316628,margin_sampling,19
34,10,0.3522209567198178,margin_sampling,19
35,20,0.41970387243735763,margin_sampling,19
36,30,0.43878132118451024,margin_sampling,19
37,40,0.46810933940774485,margin_sampling,19
38,50,0.48376993166287013,margin_sampling,19
39,60,0.4871867881548975,margin_sampling,19
40,70,0.5142369020501139,margin_sampling,19
41,80,0.5165148063781321,margin_sampling,19
42,90,0.534738041002278,margin_sampling,19
43,100,0.5196469248291572,margin_sampling,19
0,1,0.15689066059225512,random,20
1,10,0.3283029612756264,random,20
2,20,0.40261958997722097,random,20
3,30,0.4456150341685649,random,20
4,40,0.4615603644646925,random,20
5,50,0.47238041002277903,random,20
6,60,0.4814920273348519,random,20
7,70,0.5042710706150342,random,20
8,80,0.4971526195899772,random,20
9,90,0.5082574031890661,random,20
10,100,0.5301822323462415,random,20
11,1,0.1494874715261959,uncertainty_sampling,20
12,10,0.3425398633257403,uncertainty_sampling,20
13,20,0.4037585421412301,uncertainty_sampling,20
14,30,0.4478929384965831,uncertainty_sampling,20
15,40,0.4666856492027335,uncertainty_sampling,20
16,50,0.4962984054669704,uncertainty_sampling,20
17,60,0.505125284738041,uncertainty_sampling,20
18,70,0.5170842824601367,uncertainty_sampling,20
19,80,0.530751708428246,uncertainty_sampling,20
20,90,0.5353075170842825,uncertainty_sampling,20
21,100,0.5330296127562643,uncertainty_sampling,20
22,1,0.166002277904328,entropy_sampling,20
23,10,0.3069476082004556,entropy_sampling,20
24,20,0.40119589977220954,entropy_sampling,20
25,30,0.43621867881548976,entropy_sampling,20
26,40,0.47266514806378135,entropy_sampling,20
27,50,0.4869020501138952,entropy_sampling,20
28,60,0.5048405466970387,entropy_sampling,20
29,70,0.515375854214123,entropy_sampling,20
30,80,0.5170842824601367,entropy_sampling,20
31,90,0.5341685649202733,entropy_sampling,20
32,100,0.5233485193621867,entropy_sampling,20
33,1,0.1432232346241458,margin_sampling,20
34,10,0.32801822323462415,margin_sampling,20
35,20,0.39977220956719817,margin_sampling,20
36,30,0.42796127562642367,margin_sampling,20
37,40,0.4712414578587699,margin_sampling,20
38,50,0.4777904328018223,margin_sampling,20
39,60,0.5105353075170843,margin_sampling,20
40,70,0.5190774487471527,margin_sampling,20
41,80,0.5085421412300684,margin_sampling,20
42,90,0.5244874715261959,margin_sampling,20
43,100,0.5250569476082004,margin_sampling,20
0,1,0.14635535307517084,random,21
1,10,0.35250569476082005,random,21
2,20,0.40689066059225515,random,21
3,30,0.44533029612756264,random,21
4,40,0.46583143507972663,random,21
5,50,0.4783599088838269,random,21
6,60,0.482630979498861,random,21
7,70,0.494874715261959,random,21
8,80,0.5264806378132119,random,21
9,90,0.5193621867881549,random,21
10,100,0.5259111617312073,random,21
11,1,0.150626423690205,uncertainty_sampling,21
12,10,0.33171981776765375,uncertainty_sampling,21
13,20,0.40119589977220954,uncertainty_sampling,21
14,30,0.45558086560364464,uncertainty_sampling,21
15,40,0.47380410022779046,uncertainty_sampling,21
16,50,0.5048405466970387,uncertainty_sampling,21
17,60,0.5136674259681093,uncertainty_sampling,21
18,70,0.5210706150341685,uncertainty_sampling,21
19,80,0.5404328018223234,uncertainty_sampling,21
20,90,0.5330296127562643,uncertainty_sampling,21
21,100,0.5324601366742597,uncertainty_sampling,21
22,1,0.14407744874715261,entropy_sampling,21
23,10,0.33997722095671984,entropy_sampling,21
24,20,0.428246013667426,entropy_sampling,21
25,30,0.44760820045558086,entropy_sampling,21
26,40,0.4854783599088838,entropy_sampling,21
27,50,0.5065489749430524,entropy_sampling,21
28,60,0.5179384965831435,entropy_sampling,21
29,70,0.5293280182232346,entropy_sampling,21
30,80,0.5284738041002278,entropy_sampling,21
31,90,0.5230637813211845,entropy_sampling,21
32,100,0.5335990888382688,entropy_sampling,21
33,1,0.14720956719817768,margin_sampling,21
34,10,0.35022779043280183,margin_sampling,21
35,20,0.4302391799544419,margin_sampling,21
36,30,0.44817767653758545,margin_sampling,21
37,40,0.4780751708428246,margin_sampling,21
38,50,0.4945899772209567,margin_sampling,21
39,60,0.517369020501139,margin_sampling,21
40,70,0.5182232346241458,margin_sampling,21
41,80,0.5392938496583144,margin_sampling,21
42,90,0.5313211845102506,margin_sampling,21
43,100,0.5321753986332574,margin_sampling,21
0,1,0.14891799544419135,random,22
1,10,0.3530751708428246,random,22
2,20,0.41657175398633256,random,22
3,30,0.4430523917995444,random,22
4,40,0.45785876993166286,random,22
5,50,0.48490888382687924,random,22
6,60,0.4874715261958998,random,22
7,70,0.49686788154897493,random,22
8,80,0.5022779043280182,random,22
9,90,0.5321753986332574,random,22
10,100,0.5293280182232346,random,22
11,1,0.1483485193621868,uncertainty_sampling,22
12,10,0.33570615034168566,uncertainty_sampling,22
13,20,0.40290432801822323,uncertainty_sampling,22
14,30,0.4535876993166287,uncertainty_sampling,22
15,40,0.49003416856492027,uncertainty_sampling,22
16,50,0.4908883826879271,uncertainty_sampling,22
17,60,0.5136674259681093,uncertainty_sampling,22
18,70,0.5130979498861048,uncertainty_sampling,22
19,80,0.5244874715261959,uncertainty_sampling,22
20,90,0.5284738041002278,uncertainty_sampling,22
21,100,0.5335990888382688,uncertainty_sampling,22
22,1,0.14635535307517084,entropy_sampling,22
23,10,0.3379840546697039,entropy_sampling,22
24,20,0.40518223234624146,entropy_sampling,22
25,30,0.44533029612756264,entropy_sampling,22
26,40,0.4772209567198178,entropy_sampling,22
27,50,0.4934510250569476,entropy_sampling,22
28,60,0.5207858769931663,entropy_sampling,22
29,70,0.5162300683371298,entropy_sampling,22
30,80,0.5341685649202733,entropy_sampling,22
31,90,0.5412870159453302,entropy_sampling,22
32,100,0.5344533029612756,entropy_sampling,22
33,1,0.15148063781321183,margin_sampling,22
34,10,0.3376993166287016,margin_sampling,22
35,20,0.42596810933940776,margin_sampling,22
36,30,0.44817767653758545,margin_sampling,22
37,40,0.47038724373576307,margin_sampling,22
38,50,0.4911731207289294,margin_sampling,22
39,60,0.5113895216400911,margin_sampling,22
40,70,0.5156605922551253,margin_sampling,22
41,80,0.5233485193621867,margin_sampling,22
42,90,0.5014236902050114,margin_sampling,22
43,100,0.533883826879271,margin_sampling,22
0,1,0.15746013667425968,random,23
1,10,0.36389521640091116,random,23
2,20,0.4205580865603645,random,23
3,30,0.4382118451025057,random,23
4,40,0.46383826879271073,random,23
5,50,0.4945899772209567,random,23
6,60,0.49658314350797267,random,23
7,70,0.52249430523918,random,23
8,80,0.5111047835990888,random,23
9,90,0.539009111617312,random,23
10,100,0.5398633257403189,random,23
11,1,0.1469248291571754,uncertainty_sampling,23
12,10,0.3445330296127563,uncertainty_sampling,23
13,20,0.4060364464692483,uncertainty_sampling,23
14,30,0.4527334851936219,uncertainty_sampling,23
15,40,0.4792141230068337,uncertainty_sampling,23
16,50,0.4974373576309795,uncertainty_sampling,23
17,60,0.5233485193621867,uncertainty_sampling,23
18,70,0.5304669703872438,uncertainty_sampling,23
19,80,0.5350227790432802,uncertainty_sampling,23
20,90,0.5370159453302962,uncertainty_sampling,23
21,100,0.5247722095671982,uncertainty_sampling,23
22,1,0.16315489749430523,entropy_sampling,23
23,10,0.3553530751708428,entropy_sampling,23
24,20,0.4097380410022779,entropy_sampling,23
25,30,0.4510250569476082,entropy_sampling,23
26,40,0.482630979498861,entropy_sampling,23
27,50,0.5079726651480638,entropy_sampling,23
28,60,0.5088268792710706,entropy_sampling,23
29,70,0.5216400911161732,entropy_sampling,23
30,80,0.5321753986332574,entropy_sampling,23
31,90,0.5287585421412301,entropy_sampling,23
32,100,0.5427107061503417,entropy_sampling,23
33,1,0.15660592255125286,margin_sampling,23
34,10,0.35905466970387245,margin_sampling,23
35,20,0.42084282460136674,margin_sampling,23
36,30,0.4510250569476082,margin_sampling,23
37,40,0.4871867881548975,margin_sampling,23
38,50,0.49914578587699315,margin_sampling,23
