,percentage_samples,score,strategy,repetition
28,60,0.5213553530751709,entropy_sampling,49
29,70,0.5341685649202733,entropy_sampling,49
30,80,0.5321753986332574,entropy_sampling,49
31,90,0.5432801822323462,entropy_sampling,49
32,100,0.5435649202733486,entropy_sampling,49
33,1,0.16173120728929385,margin_sampling,49
34,10,0.369874715261959,margin_sampling,49
35,20,0.42312072892938496,margin_sampling,49
36,30,0.45899772209567197,margin_sampling,49
37,40,0.4706719817767654,margin_sampling,49
38,50,0.5028473804100227,margin_sampling,49
39,60,0.5159453302961275,margin_sampling,49
40,70,0.534738041002278,margin_sampling,49
41,80,0.5395785876993167,margin_sampling,49
42,90,0.5466970387243736,margin_sampling,49
43,100,0.5381548974943052,margin_sampling,49
0,1,0.1534738041002278,random,50
1,10,0.34851936218678814,random,50
2,20,0.40119589977220954,random,50
3,30,0.4419134396355353,random,50
4,40,0.4629840546697039,random,50
5,50,0.4814920273348519,random,50
6,60,0.4803530751708428,random,50
7,70,0.5105353075170843,random,50
8,80,0.4971526195899772,random,50
9,90,0.5250569476082004,random,50
10,100,0.5162300683371298,random,50
11,1,0.1483485193621868,uncertainty_sampling,50
12,10,0.34197038724373574,uncertainty_sampling,50
13,20,0.41287015945330297,uncertainty_sampling,50
14,30,0.4407744874715262,uncertainty_sampling,50
15,40,0.47038724373576307,uncertainty_sampling,50
16,50,0.494874715261959,uncertainty_sampling,50
17,60,0.5062642369020501,uncertainty_sampling,50
18,70,0.5125284738041003,uncertainty_sampling,50
19,80,0.517369020501139,uncertainty_sampling,50
20,90,0.5062642369020501,uncertainty_sampling,50
21,100,0.5250569476082004,uncertainty_sampling,50
22,1,0.14550113895216402,entropy_sampling,50
23,10,0.33342824601366744,entropy_sampling,50
24,20,0.4037585421412301,entropy_sampling,50
25,30,0.4461845102505695,entropy_sampling,50
26,40,0.47892938496583143,entropy_sampling,50
27,50,0.48661731207289294,entropy_sampling,50
28,60,0.5116742596810934,entropy_sampling,50
29,70,0.5079726651480638,entropy_sampling,50
30,80,0.5148063781321185,entropy_sampling,50
31,90,0.5239179954441914,entropy_sampling,50
32,100,0.5182232346241458,entropy_sampling,50
33,1,0.1363895216400911,margin_sampling,50
34,10,0.3311503416856492,margin_sampling,50
35,20,0.40888382687927105,margin_sampling,50
36,30,0.4396355353075171,margin_sampling,50
37,40,0.4715261958997722,margin_sampling,50
38,50,0.48291571753986334,margin_sampling,50
39,60,0.4985763097949886,margin_sampling,50
40,70,0.5119589977220956,margin_sampling,50
41,80,0.5133826879271071,margin_sampling,50
42,90,0.5233485193621867,margin_sampling,50
43,100,0.5037015945330297,margin_sampling,50
0,1,0.15546697038724375,random,51
1,10,0.3522209567198178,random,51
2,20,0.417995444191344,random,51
3,30,0.4419134396355353,random,51
4,40,0.46981776765375854,random,51
5,50,0.46583143507972663,random,51
6,60,0.4951594533029613,random,51
7,70,0.49971526195899774,random,51
8,80,0.5330296127562643,random,51
9,90,0.5113895216400911,random,51
10,100,0.537870159453303,random,51
11,1,0.15404328018223234,uncertainty_sampling,51
12,10,0.34481776765375854,uncertainty_sampling,51
13,20,0.4157175398633257,uncertainty_sampling,51
14,30,0.44248291571753984,uncertainty_sampling,51
15,40,0.4760820045558087,uncertainty_sampling,51
16,50,0.5022779043280182,uncertainty_sampling,51
17,60,0.5276195899772209,uncertainty_sampling,51
18,70,0.5233485193621867,uncertainty_sampling,51
19,80,0.5324601366742597,uncertainty_sampling,51
20,90,0.5301822323462415,uncertainty_sampling,51
21,100,0.5427107061503417,uncertainty_sampling,51
22,1,0.16030751708428245,entropy_sampling,51
23,10,0.3348519362186788,entropy_sampling,51
24,20,0.41116173120728927,entropy_sampling,51
25,30,0.4533029612756264,entropy_sampling,51
26,40,0.4777904328018223,entropy_sampling,51
27,50,0.4985763097949886,entropy_sampling,51
28,60,0.5079726651480638,entropy_sampling,51
29,70,0.5193621867881549,entropy_sampling,51
30,80,0.5333143507972665,entropy_sampling,51
31,90,0.5142369020501139,entropy_sampling,51
32,100,0.5344533029612756,entropy_sampling,51
33,1,0.1429384965831435,margin_sampling,51
34,10,0.3297266514806378,margin_sampling,51
35,20,0.41828018223234625,margin_sampling,51
36,30,0.4646924829157175,margin_sampling,51
37,40,0.4772209567198178,margin_sampling,51
38,50,0.5071184510250569,margin_sampling,51
39,60,0.5119589977220956,margin_sampling,51
40,70,0.5074031890660592,margin_sampling,51
41,80,0.5279043280182233,margin_sampling,51
42,90,0.5281890660592256,margin_sampling,51
43,100,0.5350227790432802,margin_sampling,51
0,1,0.13895216400911162,random,52
1,10,0.34766514806378135,random,52
2,20,0.3929384965831435,random,52
3,30,0.4305239179954442,random,52
4,40,0.46070615034168566,random,52
5,50,0.47864464692482916,random,52
6,60,0.4874715261958998,random,52
7,70,0.5105353075170843,random,52
8,80,0.5128132118451025,random,52
9,90,0.5182232346241458,random,52
10,100,0.5239179954441914,random,52
11,1,0.14720956719817768,uncertainty_sampling,52
12,10,0.33399772209567197,uncertainty_sampling,52
13,20,0.40261958997722097,uncertainty_sampling,52
14,30,0.4456150341685649,uncertainty_sampling,52
15,40,0.4646924829157175,uncertainty_sampling,52
16,50,0.49316628701594534,uncertainty_sampling,52
17,60,0.5065489749430524,uncertainty_sampling,52
18,70,0.5210706150341685,uncertainty_sampling,52
19,80,0.5236332574031891,uncertainty_sampling,52
20,90,0.539009111617312,uncertainty_sampling,52
21,100,0.52249430523918,uncertainty_sampling,52
22,1,0.150626423690205,entropy_sampling,52
23,10,0.349373576309795,entropy_sampling,52
24,20,0.4097380410022779,entropy_sampling,52
25,30,0.4347949886104784,entropy_sampling,52
26,40,0.46611617312072895,entropy_sampling,52
27,50,0.5056947608200456,entropy_sampling,52
28,60,0.5179384965831435,entropy_sampling,52
29,70,0.5182232346241458,entropy_sampling,52
30,80,0.5355922551252847,entropy_sampling,52
31,90,0.5375854214123007,entropy_sampling,52
32,100,0.5230637813211845,entropy_sampling,52
33,1,0.14236902050113895,margin_sampling,52
34,10,0.3425398633257403,margin_sampling,52
35,20,0.40119589977220954,margin_sampling,52
36,30,0.4433371298405467,margin_sampling,52
37,40,0.47864464692482916,margin_sampling,52
38,50,0.49031890660592253,margin_sampling,52
39,60,0.5008542141230068,margin_sampling,52
40,70,0.5082574031890661,margin_sampling,52
41,80,0.5213553530751709,margin_sampling,52
42,90,0.5395785876993167,margin_sampling,52
43,100,0.5273348519362187,margin_sampling,52
0,1,0.13553530751708429,random,53
1,10,0.3468109339407745,random,53
2,20,0.3895216400911162,random,53
3,30,0.44419134396355353,random,53
4,40,0.46611617312072895,random,53
5,50,0.47579726651480636,random,53
6,60,0.4957289293849658,random,53
7,70,0.5093963553530751,random,53
8,80,0.5230637813211845,random,53
9,90,0.5279043280182233,random,53
10,100,0.5236332574031891,random,53
11,1,0.13354214123006833,uncertainty_sampling,53
12,10,0.35079726651480636,uncertainty_sampling,53
13,20,0.4123006833712984,uncertainty_sampling,53
14,30,0.4498861047835991,uncertainty_sampling,53
15,40,0.47693621867881547,uncertainty_sampling,53
16,50,0.48519362186788156,uncertainty_sampling,53
17,60,0.5056947608200456,uncertainty_sampling,53
18,70,0.5113895216400911,uncertainty_sampling,53
19,80,0.52249430523918,uncertainty_sampling,53
20,90,0.530751708428246,uncertainty_sampling,53
21,100,0.5276195899772209,uncertainty_sampling,53
22,1,0.14350797266514806,entropy_sampling,53
23,10,0.34197038724373574,entropy_sampling,53
24,20,0.4085990888382688,entropy_sampling,53
25,30,0.4447608200455581,entropy_sampling,53
26,40,0.4701025056947608,entropy_sampling,53
27,50,0.4971526195899772,entropy_sampling,53
28,60,0.517369020501139,entropy_sampling,53
29,70,0.520501138952164,entropy_sampling,53
30,80,0.5276195899772209,entropy_sampling,53
31,90,0.535876993166287,entropy_sampling,53
32,100,0.5301822323462415,entropy_sampling,53
33,1,0.15119589977220957,margin_sampling,53
34,10,0.34225512528473806,margin_sampling,53
35,20,0.4137243735763098,margin_sampling,53
36,30,0.45415717539863326,margin_sampling,53
37,40,0.45899772209567197,margin_sampling,53
38,50,0.49800683371298404,margin_sampling,53
39,60,0.5068337129840547,margin_sampling,53
40,70,0.5116742596810934,margin_sampling,53
41,80,0.5267653758542141,margin_sampling,53
42,90,0.5304669703872438,margin_sampling,53
43,100,0.5321753986332574,margin_sampling,53
0,1,0.1623006833712984,random,54
1,10,0.3516514806378132,random,54
2,20,0.4120159453302961,random,54
3,30,0.4473234624145786,random,54
4,40,0.47266514806378135,random,54
5,50,0.47636674259681094,random,54
6,60,0.48405466970387245,random,54
7,70,0.4928815489749431,random,54
8,80,0.5216400911161732,random,54
9,90,0.5233485193621867,random,54
10,100,0.5264806378132119,random,54
11,1,0.166002277904328,uncertainty_sampling,54
12,10,0.36503416856492027,uncertainty_sampling,54
13,20,0.4125854214123007,uncertainty_sampling,54
14,30,0.45187927107061504,uncertainty_sampling,54
15,40,0.474373576309795,uncertainty_sampling,54
16,50,0.5002847380410023,uncertainty_sampling,54
17,60,0.49060364464692485,uncertainty_sampling,54
18,70,0.5150911161731208,uncertainty_sampling,54
19,80,0.5270501138952164,uncertainty_sampling,54
20,90,0.5261958997722096,uncertainty_sampling,54
21,100,0.5330296127562643,uncertainty_sampling,54
22,1,0.15916856492027334,entropy_sampling,54
23,10,0.34310933940774485,entropy_sampling,54
24,20,0.39208428246013666,entropy_sampling,54
25,30,0.4342255125284738,entropy_sampling,54
26,40,0.4675398633257403,entropy_sampling,54
27,50,0.49373576309794986,entropy_sampling,54
28,60,0.5034168564920274,entropy_sampling,54
29,70,0.5210706150341685,entropy_sampling,54
30,80,0.5216400911161732,entropy_sampling,54
31,90,0.5264806378132119,entropy_sampling,54
32,100,0.5222095671981777,entropy_sampling,54
33,1,0.14493166287015946,margin_sampling,54
34,10,0.3530751708428246,margin_sampling,54
35,20,0.4034738041002278,margin_sampling,54
36,30,0.44362186788154895,margin_sampling,54
37,40,0.4740888382687927,margin_sampling,54
38,50,0.49914578587699315,margin_sampling,54
39,60,0.5125284738041003,margin_sampling,54
40,70,0.5239179954441914,margin_sampling,54
41,80,0.5298974943052391,margin_sampling,54
42,90,0.5284738041002278,margin_sampling,54
43,100,0.5273348519362187,margin_sampling,54
0,1,0.1571753986332574,random,55
1,10,0.3530751708428246,random,55
2,20,0.4060364464692483,random,55
3,30,0.44419134396355353,random,55
4,40,0.4601366742596811,random,55
5,50,0.4695330296127563,random,55
6,60,0.48661731207289294,random,55
7,70,0.49800683371298404,random,55
8,80,0.510250569476082,random,55
9,90,0.5276195899772209,random,55
10,100,0.5233485193621867,random,55
11,1,0.14464692482915717,uncertainty_sampling,55
12,10,0.3414009111617312,uncertainty_sampling,55
13,20,0.4043280182232346,uncertainty_sampling,55
14,30,0.44105922551252846,uncertainty_sampling,55
15,40,0.49060364464692485,uncertainty_sampling,55
16,50,0.49971526195899774,uncertainty_sampling,55
17,60,0.5162300683371298,uncertainty_sampling,55
18,70,0.5355922551252847,uncertainty_sampling,55
19,80,0.5310364464692483,uncertainty_sampling,55
20,90,0.5242027334851936,uncertainty_sampling,55
21,100,0.5259111617312073,uncertainty_sampling,55
22,1,0.1469248291571754,entropy_sampling,55
23,10,0.31776765375854216,entropy_sampling,55
24,20,0.4054669703872437,entropy_sampling,55
25,30,0.45956719817767655,entropy_sampling,55
26,40,0.48177676537585423,entropy_sampling,55
27,50,0.5022779043280182,entropy_sampling,55
28,60,0.5105353075170843,entropy_sampling,55
29,70,0.5216400911161732,entropy_sampling,55
30,80,0.5236332574031891,entropy_sampling,55
31,90,0.5367312072892938,entropy_sampling,55
32,100,0.530751708428246,entropy_sampling,55
33,1,0.1520501138952164,margin_sampling,55
34,10,0.3479498861047836,margin_sampling,55
35,20,0.41287015945330297,margin_sampling,55
36,30,0.44362186788154895,margin_sampling,55
37,40,0.47380410022779046,margin_sampling,55
38,50,0.49174259681093396,margin_sampling,55
39,60,0.5122437357630979,margin_sampling,55
40,70,0.515375854214123,margin_sampling,55
41,80,0.5219248291571754,margin_sampling,55
42,90,0.5304669703872438,margin_sampling,55
43,100,0.5130979498861048,margin_sampling,55
0,1,0.13952164009111617,random,56
1,10,0.3542141230068337,random,56
2,20,0.40632118451025057,random,56
3,30,0.4319476082004556,random,56
4,40,0.4382118451025057,random,56
5,50,0.4678246013667426,random,56
6,60,0.4843394077448747,random,56
7,70,0.49031890660592253,random,56
8,80,0.49060364464692485,random,56
9,90,0.520501138952164,random,56
10,100,0.5290432801822323,random,56
11,1,0.15774487471526197,uncertainty_sampling,56
12,10,0.3285876993166287,uncertainty_sampling,56
13,20,0.4097380410022779,uncertainty_sampling,56
14,30,0.4291002277904328,uncertainty_sampling,56
15,40,0.46583143507972663,uncertainty_sampling,56
16,50,0.48661731207289294,uncertainty_sampling,56
17,60,0.5085421412300684,uncertainty_sampling,56
18,70,0.505125284738041,uncertainty_sampling,56
19,80,0.5222095671981777,uncertainty_sampling,56
20,90,0.5239179954441914,uncertainty_sampling,56
21,100,0.520501138952164,uncertainty_sampling,56
22,1,0.14891799544419135,entropy_sampling,56
23,10,0.32687927107061504,entropy_sampling,56
24,20,0.3989179954441913,entropy_sampling,56
25,30,0.44362186788154895,entropy_sampling,56
26,40,0.47209567198177677,entropy_sampling,56
27,50,0.4772209567198178,entropy_sampling,56
28,60,0.5022779043280182,entropy_sampling,56
29,70,0.5099658314350797,entropy_sampling,56
30,80,0.5082574031890661,entropy_sampling,56
31,90,0.5259111617312073,entropy_sampling,56
32,100,0.5250569476082004,entropy_sampling,56
33,1,0.14777904328018224,margin_sampling,56
34,10,0.3510820045558087,margin_sampling,56
35,20,0.40233485193621865,margin_sampling,56
36,30,0.44419134396355353,margin_sampling,56
37,40,0.4544419134396355,margin_sampling,56
38,50,0.4871867881548975,margin_sampling,56
39,60,0.5002847380410023,margin_sampling,56
40,70,0.5150911161731208,margin_sampling,56
41,80,0.5059794988610479,margin_sampling,56
42,90,0.5210706150341685,margin_sampling,56
43,100,0.5236332574031891,margin_sampling,56
0,1,0.16457858769931663,random,57
1,10,0.332004555808656,random,57
2,20,0.4083143507972665,random,57
3,30,0.4299544419134396,random,57
4,40,0.46697038724373574,random,57
5,50,0.47266514806378135,random,57
6,60,0.47693621867881547,random,57
7,70,0.5113895216400911,random,57
8,80,0.5065489749430524,random,57
9,90,0.5136674259681093,random,57
10,100,0.533883826879271,random,57
11,1,0.14350797266514806,uncertainty_sampling,57
12,10,0.34310933940774485,uncertainty_sampling,57
13,20,0.42312072892938496,uncertainty_sampling,57
14,30,0.4612756264236902,uncertainty_sampling,57
15,40,0.4718109339407745,uncertainty_sampling,57
16,50,0.49373576309794986,uncertainty_sampling,57
17,60,0.5068337129840547,uncertainty_sampling,57
18,70,0.520501138952164,uncertainty_sampling,57
19,80,0.5253416856492027,uncertainty_sampling,57
20,90,0.530751708428246,uncertainty_sampling,57
21,100,0.5313211845102506,uncertainty_sampling,57
22,1,0.15916856492027334,entropy_sampling,57
23,10,0.3197608200455581,entropy_sampling,57
24,20,0.39635535307517084,entropy_sampling,57
25,30,0.4402050113895216,entropy_sampling,57
26,40,0.457004555808656,entropy_sampling,57
27,50,0.5002847380410023,entropy_sampling,57
28,60,0.5017084282460137,entropy_sampling,57
29,70,0.517369020501139,entropy_sampling,57
30,80,0.5230637813211845,entropy_sampling,57
31,90,0.5304669703872438,entropy_sampling,57
32,100,0.534738041002278,entropy_sampling,57
33,1,0.16059225512528474,margin_sampling,57
34,10,0.34424829157175396,margin_sampling,57
35,20,0.4185649202733485,margin_sampling,57
36,30,0.45045558086560367,margin_sampling,57
37,40,0.4675398633257403,margin_sampling,57
38,50,0.4806378132118451,margin_sampling,57
39,60,0.5139521640091116,margin_sampling,57
40,70,0.505125284738041,margin_sampling,57
41,80,0.5133826879271071,margin_sampling,57
42,90,0.5318906605922551,margin_sampling,57
43,100,0.5287585421412301,margin_sampling,57
0,1,0.15802961275626423,random,58
1,10,0.3621867881548975,random,58
2,20,0.4347949886104784,random,58
3,30,0.46554669703872437,random,58
4,40,0.48661731207289294,random,58
5,50,0.4985763097949886,random,58
6,60,0.5133826879271071,random,58
7,70,0.5298974943052391,random,58
8,80,0.5179384965831435,random,58
9,90,0.5449886104783599,random,58
10,100,0.5546697038724373,random,58
11,1,0.14123006833712984,uncertainty_sampling,58
12,10,0.33342824601366744,uncertainty_sampling,58
13,20,0.4114464692482916,uncertainty_sampling,58
14,30,0.4544419134396355,uncertainty_sampling,58
15,40,0.494874715261959,uncertainty_sampling,58
16,50,0.5059794988610479,uncertainty_sampling,58
17,60,0.5298974943052391,uncertainty_sampling,58
18,70,0.5293280182232346,uncertainty_sampling,58
19,80,0.537870159453303,uncertainty_sampling,58
20,90,0.5495444191343963,uncertainty_sampling,58
21,100,0.5432801822323462,uncertainty_sampling,58
22,1,0.15034168564920272,entropy_sampling,58
23,10,0.3308656036446469,entropy_sampling,58
24,20,0.4103075170842825,entropy_sampling,58
25,30,0.46554669703872437,entropy_sampling,58
26,40,0.49800683371298404,entropy_sampling,58
27,50,0.5148063781321185,entropy_sampling,58
28,60,0.525626423690205,entropy_sampling,58
29,70,0.5370159453302962,entropy_sampling,58
30,80,0.533883826879271,entropy_sampling,58
31,90,0.5449886104783599,entropy_sampling,58
32,100,0.530751708428246,entropy_sampling,58
33,1,0.1520501138952164,margin_sampling,58
34,10,0.35905466970387245,margin_sampling,58
35,20,0.41600227790432803,margin_sampling,58
36,30,0.4527334851936219,margin_sampling,58
37,40,0.49145785876993164,margin_sampling,58
38,50,0.5059794988610479,margin_sampling,58
39,60,0.5099658314350797,margin_sampling,58
40,70,0.5353075170842825,margin_sampling,58
41,80,0.5350227790432802,margin_sampling,58
42,90,0.5404328018223234,margin_sampling,58
43,100,0.55125284738041,margin_sampling,58
0,1,0.13582004555808655,random,59
1,10,0.3351366742596811,random,59
2,20,0.3917995444191344,random,59
3,30,0.438496583143508,random,59
4,40,0.4587129840546697,random,59
5,50,0.47465831435079725,random,59
6,60,0.49658314350797267,random,59
7,70,0.49316628701594534,random,59
8,80,0.5008542141230068,random,59
9,90,0.5071184510250569,random,59
10,100,0.5276195899772209,random,59
11,1,0.1432232346241458,uncertainty_sampling,59
12,10,0.3402619589977221,uncertainty_sampling,59
13,20,0.4120159453302961,uncertainty_sampling,59
14,30,0.4444760820045558,uncertainty_sampling,59
15,40,0.4701025056947608,uncertainty_sampling,59
16,50,0.4974373576309795,uncertainty_sampling,59
17,60,0.5042710706150342,uncertainty_sampling,59
18,70,0.5111047835990888,uncertainty_sampling,59
19,80,0.5321753986332574,uncertainty_sampling,59
20,90,0.5259111617312073,uncertainty_sampling,59
21,100,0.5318906605922551,uncertainty_sampling,59
22,1,0.12300683371298406,entropy_sampling,59
23,10,0.3152050113895216,entropy_sampling,59
24,20,0.40689066059225515,entropy_sampling,59
25,30,0.44419134396355353,entropy_sampling,59
26,40,0.4615603644646925,entropy_sampling,59
27,50,0.47636674259681094,entropy_sampling,59
28,60,0.49800683371298404,entropy_sampling,59
29,70,0.5193621867881549,entropy_sampling,59
30,80,0.518507972665148,entropy_sampling,59
31,90,0.5207858769931663,entropy_sampling,59
32,100,0.5233485193621867,entropy_sampling,59
33,1,0.13952164009111617,margin_sampling,59
34,10,0.3294419134396355,margin_sampling,59
35,20,0.3983485193621868,margin_sampling,59
36,30,0.4433371298405467,margin_sampling,59
37,40,0.46070615034168566,margin_sampling,59
38,50,0.48291571753986334,margin_sampling,59
39,60,0.49373576309794986,margin_sampling,59
40,70,0.5091116173120729,margin_sampling,59
41,80,0.5133826879271071,margin_sampling,59
42,90,0.5247722095671982,margin_sampling,59
43,100,0.5267653758542141,margin_sampling,59
0,1,0.15888382687927108,random,60
1,10,0.349373576309795,random,60
2,20,0.4060364464692483,random,60
3,30,0.43621867881548976,random,60
4,40,0.44931662870159456,random,60
5,50,0.4706719817767654,random,60
6,60,0.4772209567198178,random,60
7,70,0.5028473804100227,random,60
8,80,0.5150911161731208,random,60
9,90,0.5037015945330297,random,60
10,100,0.515375854214123,random,60
11,1,0.15689066059225512,uncertainty_sampling,60
12,10,0.3376993166287016,uncertainty_sampling,60
13,20,0.40689066059225515,uncertainty_sampling,60
14,30,0.44105922551252846,uncertainty_sampling,60
15,40,0.46554669703872437,uncertainty_sampling,60
16,50,0.47750569476082005,uncertainty_sampling,60
17,60,0.48775626423690205,uncertainty_sampling,60
18,70,0.5167995444191344,uncertainty_sampling,60
19,80,0.5088268792710706,uncertainty_sampling,60
20,90,0.5207858769931663,uncertainty_sampling,60
21,100,0.5159453302961275,uncertainty_sampling,60
22,1,0.16258542141230067,entropy_sampling,60
23,10,0.33883826879271073,entropy_sampling,60
24,20,0.39749430523917995,entropy_sampling,60
25,30,0.44419134396355353,entropy_sampling,60
26,40,0.4706719817767654,entropy_sampling,60
27,50,0.49686788154897493,entropy_sampling,60
28,60,0.5014236902050114,entropy_sampling,60
29,70,0.5105353075170843,entropy_sampling,60
30,80,0.518507972665148,entropy_sampling,60
31,90,0.5202164009111617,entropy_sampling,60
32,100,0.5313211845102506,entropy_sampling,60
33,1,0.16343963553530752,margin_sampling,60
34,10,0.34538724373576307,margin_sampling,60
35,20,0.4009111617312073,margin_sampling,60
36,30,0.43992027334851935,margin_sampling,60
37,40,0.46497722095671984,margin_sampling,60
38,50,0.49060364464692485,margin_sampling,60
39,60,0.4911731207289294,margin_sampling,60
40,70,0.5034168564920274,margin_sampling,60
41,80,0.5176537585421412,margin_sampling,60
42,90,0.5176537585421412,margin_sampling,60
43,100,0.5276195899772209,margin_sampling,60
0,1,0.15290432801822323,random,61
1,10,0.33456719817767655,random,61
2,20,0.40404328018223234,random,61
3,30,0.44276765375854216,random,61
4,40,0.457004555808656,random,61
5,50,0.47522779043280183,random,61
6,60,0.4920273348519362,random,61
7,70,0.4854783599088838,random,61
8,80,0.5176537585421412,random,61
9,90,0.5244874715261959,random,61
10,100,0.5093963553530751,random,61
11,1,0.13354214123006833,uncertainty_sampling,61
12,10,0.3171981776765376,uncertainty_sampling,61
13,20,0.4145785876993166,uncertainty_sampling,61
14,30,0.453872437357631,uncertainty_sampling,61
15,40,0.4806378132118451,uncertainty_sampling,61
16,50,0.4985763097949886,uncertainty_sampling,61
17,60,0.5119589977220956,uncertainty_sampling,61
18,70,0.5122437357630979,uncertainty_sampling,61
19,80,0.5196469248291572,uncertainty_sampling,61
20,90,0.5239179954441914,uncertainty_sampling,61
21,100,0.520501138952164,uncertainty_sampling,61
22,1,0.14379271070615035,entropy_sampling,61
23,10,0.3311503416856492,entropy_sampling,61
24,20,0.410876993166287,entropy_sampling,61
25,30,0.4535876993166287,entropy_sampling,61
26,40,0.47522779043280183,entropy_sampling,61
27,50,0.4951594533029613,entropy_sampling,61
28,60,0.5054100227790432,entropy_sampling,61
29,70,0.5193621867881549,entropy_sampling,61
30,80,0.5242027334851936,entropy_sampling,61
31,90,0.5284738041002278,entropy_sampling,61
32,100,0.5361617312072893,entropy_sampling,61
33,1,0.15005694760820046,margin_sampling,61
34,10,0.3428246013667426,margin_sampling,61
35,20,0.40802961275626426,margin_sampling,61
36,30,0.45728929384965833,margin_sampling,61
37,40,0.47864464692482916,margin_sampling,61
38,50,0.48661731207289294,margin_sampling,61
39,60,0.49800683371298404,margin_sampling,61
40,70,0.5244874715261959,margin_sampling,61
41,80,0.5259111617312073,margin_sampling,61
42,90,0.5333143507972665,margin_sampling,61
43,100,0.5344533029612756,margin_sampling,61
0,1,0.1560364464692483,random,62
1,10,0.36019362186788156,random,62
2,20,0.4060364464692483,random,62
3,30,0.44817767653758545,random,62
4,40,0.4547266514806378,random,62
5,50,0.47209567198177677,random,62
6,60,0.48604783599088835,random,62
7,70,0.5028473804100227,random,62
8,80,0.4988610478359909,random,62
9,90,0.5250569476082004,random,62
10,100,0.5253416856492027,random,62
11,1,0.1585990888382688,uncertainty_sampling,62
12,10,0.3325740318906606,uncertainty_sampling,62
13,20,0.42425968109339407,uncertainty_sampling,62
14,30,0.4484624145785877,uncertainty_sampling,62
15,40,0.46554669703872437,uncertainty_sampling,62
16,50,0.4928815489749431,uncertainty_sampling,62
17,60,0.5111047835990888,uncertainty_sampling,62
18,70,0.5091116173120729,uncertainty_sampling,62
19,80,0.5182232346241458,uncertainty_sampling,62
20,90,0.5293280182232346,uncertainty_sampling,62
21,100,0.5253416856492027,uncertainty_sampling,62
22,1,0.1611617312072893,entropy_sampling,62
23,10,0.33456719817767655,entropy_sampling,62
24,20,0.4162870159453303,entropy_sampling,62
25,30,0.4510250569476082,entropy_sampling,62
26,40,0.474373576309795,entropy_sampling,62
27,50,0.4985763097949886,entropy_sampling,62
28,60,0.5113895216400911,entropy_sampling,62
29,70,0.5179384965831435,entropy_sampling,62
30,80,0.5290432801822323,entropy_sampling,62
31,90,0.5233485193621867,entropy_sampling,62
32,100,0.5230637813211845,entropy_sampling,62
33,1,0.1534738041002278,margin_sampling,62
34,10,0.3294419134396355,margin_sampling,62
35,20,0.40261958997722097,margin_sampling,62
36,30,0.44533029612756264,margin_sampling,62
37,40,0.4635535307517084,margin_sampling,62
38,50,0.48661731207289294,margin_sampling,62
39,60,0.503132118451025,margin_sampling,62
40,70,0.5091116173120729,margin_sampling,62
41,80,0.5190774487471527,margin_sampling,62
42,90,0.5298974943052391,margin_sampling,62
43,100,0.5335990888382688,margin_sampling,62
0,1,0.15632118451025057,random,63
1,10,0.3425398633257403,random,63
2,20,0.3989179954441913,random,63
3,30,0.44048974943052394,random,63
4,40,0.4609908883826879,random,63
5,50,0.46924829157175396,random,63
6,60,0.4766514806378132,random,63
7,70,0.5042710706150342,random,63
8,80,0.4982915717539863,random,63
9,90,0.5162300683371298,random,63
10,100,0.5210706150341685,random,63
11,1,0.160876993166287,uncertainty_sampling,63
12,10,0.3342824601366743,uncertainty_sampling,63
13,20,0.40916856492027337,uncertainty_sampling,63
14,30,0.4347949886104784,uncertainty_sampling,63
15,40,0.4715261958997722,uncertainty_sampling,63
16,50,0.4857630979498861,uncertainty_sampling,63
17,60,0.5017084282460137,uncertainty_sampling,63
18,70,0.5096810933940774,uncertainty_sampling,63
19,80,0.5133826879271071,uncertainty_sampling,63
20,90,0.5244874715261959,uncertainty_sampling,63
21,100,0.517369020501139,uncertainty_sampling,63
22,1,0.14265375854214124,entropy_sampling,63
23,10,0.34054669703872437,entropy_sampling,63
24,20,0.4031890660592255,entropy_sampling,63
25,30,0.43080865603644647,entropy_sampling,63
26,40,0.4564350797266515,entropy_sampling,63
27,50,0.4766514806378132,entropy_sampling,63
28,60,0.4971526195899772,entropy_sampling,63
29,70,0.49800683371298404,entropy_sampling,63
30,80,0.5085421412300684,entropy_sampling,63
31,90,0.5108200455580866,entropy_sampling,63
32,100,0.5281890660592256,entropy_sampling,63
33,1,0.14236902050113895,margin_sampling,63
34,10,0.33826879271070615,margin_sampling,63
35,20,0.3969248291571754,margin_sampling,63
36,30,0.44276765375854216,margin_sampling,63
37,40,0.46839407744874717,margin_sampling,63
38,50,0.4783599088838269,margin_sampling,63
39,60,0.4951594533029613,margin_sampling,63
40,70,0.5074031890660592,margin_sampling,63
41,80,0.5048405466970387,margin_sampling,63
42,90,0.5045558086560364,margin_sampling,63
43,100,0.5244874715261959,margin_sampling,63
0,1,0.14493166287015946,random,64
1,10,0.34538724373576307,random,64
2,20,0.3977790432801822,random,64
3,30,0.4316628701594533,random,64
4,40,0.45956719817767655,random,64
5,50,0.4760820045558087,random,64
6,60,0.49031890660592253,random,64
7,70,0.5037015945330297,random,64
8,80,0.5196469248291572,random,64
9,90,0.5244874715261959,random,64
10,100,0.534738041002278,random,64
11,1,0.14977220956719817,uncertainty_sampling,64
12,10,0.34766514806378135,uncertainty_sampling,64
13,20,0.40945330296127563,uncertainty_sampling,64
